week_number,cluster,mean_perc_fully_vaccinated,std_perc_fully_vaccinated,mean_VHb,std_VHb,w_month_year
37,1,0.5600758681668664,0.11690718203745125,0.8778902598664574,0.01086302594057471,"W-37
Sep 2021"
37,2,0.49186668579494014,0.10193200515414558,0.9134943398966506,0.00834224518012106,"W-37
Sep 2021"
37,3,0.4766574996872009,0.1061328890921932,0.9369302473197253,0.005910390753508611,"W-37
Sep 2021"
37,4,0.4381185132622078,0.09380784598505713,0.9553256015670772,0.00502829156702833,"W-37
Sep 2021"
37,5,0.37041985736444827,0.08760081841997695,0.9724630710071768,0.006593928946457319,"W-37
Sep 2021"
38,1,0.4843986442651691,0.09396351525913026,0.8680493426913536,0.010552606674278486,"W-38
Sep 2021"
38,2,0.48034107937732534,0.10651943735953263,0.9124724319777511,0.009324521045934155,"W-38
Sep 2021"
38,3,0.46941238574136623,0.10609732484992034,0.938206972574594,0.00620417884078907,"W-38
Sep 2021"
38,4,0.4377901442397938,0.09369409755021454,0.9572691657159861,0.005217998389508424,"W-38
Sep 2021"
38,5,0.37134318468286526,0.09038020182886009,0.9740665589141091,0.006232034885813143,"W-38
Sep 2021"
39,1,0.47524847884159116,0.08218091628426825,0.8723173445183262,0.010004355398853406,"W-39
Sep 2021"
39,2,0.49129101869026565,0.11369724787723667,0.9144235091958308,0.00877076505434975,"W-39
Sep 2021"
39,3,0.4761035955678009,0.10402352246855318,0.9391438741984169,0.00555204017051097,"W-39
Sep 2021"
39,4,0.4472080915987087,0.09468556291635989,0.9574402223189148,0.0052372713195160524,"W-39
Sep 2021"
39,5,0.38749139101529134,0.0946939741279378,0.9741719529959443,0.006262907078831338,"W-39
Sep 2021"
